id,trade_date,fixed_asset_id,asset_detail_id,beginning_amt,acquisition,depreciation,disposal,net_book_value
BF00008058,2024-02-08,FA10055,AD10055,25201.4,40.52,26.44,13.84,25201.64
BF00008059,2024-02-09,FA10055,AD10055,25201.64,0.01,193.82,3.75,25004.08
BF00008060,2024-02-12,FA10055,AD10055,25004.08,44.08,121.01,2.34,24924.81
BF00008061,2024-02-13,FA10055,AD10055,24924.81,20.0,100.5,0.98,24843.33
BF00008062,2024-02-14,FA10055,AD10055,24843.33,34.01,87.0,10.5,24779.84
BF00008063,2024-02-15,FA10055,AD10055,24779.84,44.94,138.9,2.36,24683.52
BF00008064,2024-02-16,FA10055,AD10055,24683.52,30.15,186.84,13.65,24513.18
BF00008065,2024-02-20,FA10055,AD10055,24513.18,38.19,216.22,8.71,24326.44
BF00008066,2024-02-21,FA10055,AD10055,24326.44,54.29,201.6,11.7,24167.43
BF00008067,2024-02-22,FA10055,AD10055,24167.43,1.76,106.73,6.33,24056.13
BF00008068,2024-02-23,FA10055,AD10055,24056.13,20.63,199.8,10.7,23866.26
BF00008069,2024-02-26,FA10055,AD10055,23866.26,54.7,126.64,6.46,23787.86
BF00008070,2024-02-27,FA10055,AD10055,23787.86,49.42,152.89,7.84,23676.55
BF00008071,2024-02-28,FA10055,AD10055,23676.55,36.4,161.6,11.26,23540.09
BF00008072,2024-02-29,FA10055,AD10055,23540.09,13.53,95.75,3.47,23454.4
BF00008073,2024-03-01,FA10055,AD10055,23454.4,19.51,116.44,12.87,23344.6
BF00008074,2024-03-04,FA10055,AD10055,23344.6,50.63,165.92,10.43,23218.88
BF00008075,2024-03-05,FA10055,AD10055,23218.88,41.21,73.77,10.87,23175.45
BF00008076,2024-03-06,FA10055,AD10055,23175.45,16.86,178.94,3.47,23009.9
BF00008077,2024-03-07,FA10055,AD10055,23009.9,7.8,84.83,1.31,22931.56
BF00008078,2024-03-08,FA10055,AD10055,22931.56,46.08,140.26,1.06,22836.32
BF00008079,2024-03-11,FA10055,AD10055,22836.32,34.01,200.67,9.42,22660.24
BF00008080,2024-03-12,FA10055,AD10055,22660.24,56.86,5.56,2.18,22709.36
BF00008081,2024-03-13,FA10055,AD10055,22709.36,23.99,57.58,14.54,22661.23
BF00008082,2024-03-14,FA10055,AD10055,22661.23,20.6,134.44,13.99,22533.4
BF00008083,2024-03-15,FA10055,AD10055,22533.4,17.16,25.42,0.42,22524.72
BF00008084,2024-03-18,FA10055,AD10055,22524.72,28.44,49.26,10.55,22493.35
BF00008085,2024-03-19,FA10055,AD10055,22493.35,19.05,179.46,3.8,22329.14
BF00008086,2024-03-20,FA10055,AD10055,22329.14,4.32,6.19,4.96,22322.31
BF00008087,2024-03-21,FA10055,AD10055,22322.31,18.42,146.14,3.5,22191.09
BF00008088,2024-03-22,FA10055,AD10055,22191.09,12.92,8.18,12.09,22183.74
BF00008089,2024-03-25,FA10055,AD10055,22183.74,48.12,27.77,13.01,22191.08
BF00008090,2024-03-26,FA10055,AD10055,22191.08,13.9,93.51,0.59,22110.88
BF00008091,2024-03-27,FA10055,AD10055,22110.88,27.08,231.13,3.93,21902.9
BF00008092,2024-03-28,FA10055,AD10055,21902.9,39.7,130.77,6.53,21805.3
BF00008093,2024-04-01,FA10055,AD10055,21805.3,8.81,74.8,7.59,21731.72
BF00008094,2024-04-02,FA10055,AD10055,21731.72,31.35,98.54,1.28,21663.25
BF00008095,2024-04-03,FA10055,AD10055,21663.25,50.0,136.26,12.08,21564.91
BF00008096,2024-04-04,FA10055,AD10055,21564.91,34.47,148.39,13.59,21437.4
BF00008097,2024-04-05,FA10055,AD10055,21437.4,28.47,64.18,5.86,21395.83
BF00008098,2024-04-08,FA10055,AD10055,21395.83,49.51,47.27,12.48,21385.59
BF00008099,2024-04-09,FA10055,AD10055,21385.59,55.9,118.66,9.84,21312.99
BF00008100,2024-04-10,FA10055,AD10055,21312.99,48.45,154.48,8.61,21198.35
BF00008101,2024-04-11,FA10055,AD10055,21198.35,24.1,195.63,11.92,21014.9
BF00008102,2024-04-12,FA10055,AD10055,21014.9,36.1,142.01,6.88,20902.11
BF00008103,2024-04-15,FA10055,AD10055,20902.11,31.08,165.88,7.97,20759.34
BF00008104,2024-04-16,FA10055,AD10055,20759.34,17.9,115.95,4.0,20657.29
BF00008105,2024-04-17,FA10055,AD10055,20657.29,25.69,135.77,10.37,20536.84
BF00008106,2024-04-18,FA10055,AD10055,20536.84,48.94,152.23,2.32,20431.23
BF00008107,2024-04-19,FA10055,AD10055,20431.23,17.73,56.62,3.54,20388.8
BF00008108,2024-04-22,FA10055,AD10055,20388.8,52.5,223.77,6.99,20210.54
BF00008109,2024-04-23,FA10055,AD10055,20210.54,58.51,82.73,5.61,20180.71
BF00008110,2024-04-24,FA10055,AD10055,20180.71,18.1,144.86,3.49,20050.46
BF00008111,2024-04-25,FA10055,AD10055,20050.46,7.24,134.39,2.79,19920.52
BF00008112,2024-04-26,FA10055,AD10055,19920.52,56.49,204.43,12.53,19760.05
BF00008113,2024-04-29,FA10055,AD10055,19760.05,10.1,27.22,8.6,19734.33
BF00008114,2024-04-30,FA10055,AD10055,19734.33,45.53,211.83,5.49,19562.54
BF00008115,2024-05-01,FA10055,AD10055,19562.54,2.31,32.82,12.31,19519.72
BF00008116,2024-05-02,FA10055,AD10055,19519.72,13.9,34.62,12.01,19486.99
BF00008117,2024-05-03,FA10055,AD10055,19486.99,15.35,206.57,1.61,19294.16
BF00008118,2024-05-06,FA10055,AD10055,19294.16,17.54,61.59,8.26,19241.85
BF00008119,2024-05-07,FA10055,AD10055,19241.85,54.25,146.56,4.45,19145.09
BF00008120,2024-05-08,FA10055,AD10055,19145.09,10.35,111.07,7.87,19036.5
BF00008121,2024-05-09,FA10055,AD10055,19036.5,10.25,223.82,10.45,18812.48
BF00008122,2024-05-10,FA10055,AD10055,18812.48,40.82,187.36,0.12,18665.82
BF00008123,2024-05-13,FA10055,AD10055,18665.82,56.2,80.25,7.47,18634.3
BF00008124,2024-05-14,FA10055,AD10055,18634.3,22.97,194.87,4.25,18458.15
BF00008125,2024-05-15,FA10055,AD10055,18458.15,45.63,54.09,7.77,18441.92
BF00008126,2024-05-16,FA10055,AD10055,18441.92,1.83,147.47,1.6,18294.68
BF00008127,2024-05-17,FA10055,AD10055,18294.68,48.63,180.05,11.9,18151.36
BF00008128,2024-05-20,FA10055,AD10055,18151.36,42.69,168.45,7.91,18017.69
BF00008129,2024-05-21,FA10055,AD10055,18017.69,52.92,157.32,3.07,17910.22
BF00008130,2024-05-22,FA10055,AD10055,17910.22,37.62,198.83,11.2,17737.81
BF00008131,2024-05-23,FA10055,AD10055,17737.81,55.55,133.25,0.55,17659.56
BF00008132,2024-05-24,FA10055,AD10055,17659.56,23.01,222.4,8.63,17451.54
BF00008133,2024-05-28,FA10055,AD10055,17451.54,43.23,34.69,7.3,17452.78
BF00008134,2024-05-29,FA10055,AD10055,17452.78,42.82,85.22,0.58,17409.8
BF00008135,2024-05-30,FA10055,AD10055,17409.8,15.85,187.58,3.63,17234.44
BF00008136,2024-05-31,FA10055,AD10055,17234.44,54.33,73.8,1.12,17213.85
BF00008137,2024-06-03,FA10055,AD10055,17213.85,45.98,106.12,10.66,17143.05
BF00008138,2024-06-04,FA10055,AD10055,17143.05,51.13,185.16,10.27,16998.75
BF00008139,2024-06-05,FA10055,AD10055,16998.75,21.4,129.02,1.3,16889.83
BF00008140,2024-06-06,FA10055,AD10055,16889.83,49.65,44.95,1.59,16892.94
BF00008141,2024-06-07,FA10055,AD10055,16892.94,18.59,41.89,12.81,16856.83
BF00008142,2024-06-10,FA10055,AD10055,16856.83,56.92,72.17,2.92,16838.66
BF00008143,2024-06-11,FA10055,AD10055,16838.66,1.41,72.59,4.42,16763.06
BF00008144,2024-06-12,FA10055,AD10055,16763.06,36.54,32.74,9.96,16756.9
BF00008145,2024-06-13,FA10055,AD10055,16756.9,6.62,199.96,0.88,16562.68
BF00008146,2024-06-14,FA10055,AD10055,16562.68,42.42,67.71,13.79,16523.6
BF00008147,2024-06-17,FA10055,AD10055,16523.6,21.46,192.19,0.33,16352.54
BF00008148,2024-06-18,FA10055,AD10055,16352.54,51.38,233.21,12.36,16158.35
BF00008149,2024-06-20,FA10055,AD10055,16158.35,51.5,79.53,5.25,16125.07
BF00008150,2024-06-21,FA10055,AD10055,16125.07,21.72,232.43,2.18,15912.18
BF00008151,2024-06-24,FA10055,AD10055,15912.18,47.8,45.81,5.49,15908.68
BF00008152,2024-06-25,FA10055,AD10055,15908.68,40.2,155.11,14.16,15779.61
BF00008153,2024-06-26,FA10055,AD10055,15779.61,25.17,237.45,7.7,15559.63
BF00008154,2024-06-27,FA10055,AD10055,15559.63,20.26,193.66,0.86,15385.37
BF00008155,2024-06-28,FA10055,AD10055,15385.37,12.41,55.03,13.7,15329.05
BF00008156,2024-07-01,FA10055,AD10055,15329.05,3.73,61.65,2.09,15269.04
BF00008157,2024-07-02,FA10055,AD10055,15269.04,30.53,62.87,0.8,15235.9
BF00008158,2024-07-03,FA10055,AD10055,15235.9,31.87,225.91,0.66,15041.2
BF00008159,2024-07-05,FA10055,AD10055,15041.2,26.2,58.79,12.03,14996.58
BF00008160,2024-07-08,FA10055,AD10055,14996.58,56.1,122.09,2.23,14928.36
BF00008161,2024-07-09,FA10055,AD10055,14928.36,0.81,83.82,2.61,14842.74
BF00008162,2024-07-10,FA10055,AD10055,14842.74,50.18,86.55,13.74,14792.63
BF00008163,2024-07-11,FA10055,AD10055,14792.63,47.26,97.8,8.9,14733.19
BF00008164,2024-07-12,FA10055,AD10055,14733.19,44.78,82.66,4.15,14691.16
BF00008165,2024-07-15,FA10055,AD10055,14691.16,30.98,143.72,8.54,14569.88
BF00008166,2024-07-16,FA10055,AD10055,14569.88,11.23,101.93,3.54,14475.64
BF00008167,2024-07-17,FA10055,AD10055,14475.64,50.92,105.65,7.19,14413.72
BF00008168,2024-07-18,FA10055,AD10055,14413.72,43.94,121.22,4.87,14331.57
BF00008169,2024-07-19,FA10055,AD10055,14331.57,49.15,85.33,9.06,14286.33
BF00008170,2024-07-22,FA10055,AD10055,14286.33,13.92,180.77,11.04,14108.44
BF00008171,2024-07-23,FA10055,AD10055,14108.44,32.72,120.62,5.07,14015.47
BF00008172,2024-07-24,FA10055,AD10055,14015.47,24.55,121.99,2.09,13915.94
BF00008173,2024-07-25,FA10055,AD10055,13915.94,37.75,50.27,5.18,13898.24
BF00008174,2024-07-26,FA10055,AD10055,13898.24,44.42,7.39,11.03,13924.24
BF00008175,2024-07-29,FA10055,AD10055,13924.24,10.25,193.88,11.46,13729.15
BF00008176,2024-07-30,FA10055,AD10055,13729.15,10.27,204.94,11.43,13523.05
BF00008177,2024-07-31,FA10055,AD10055,13523.05,2.57,57.79,14.18,13453.65
BF00008178,2024-08-01,FA10055,AD10055,13453.65,9.28,86.25,12.0,13364.68
BF00008179,2024-08-02,FA10055,AD10055,13364.68,14.17,85.77,14.1,13278.98
BF00008180,2024-08-05,FA10055,AD10055,13278.98,4.28,163.91,9.12,13110.23
BF00008181,2024-08-06,FA10055,AD10055,13110.23,20.99,44.86,3.34,13083.02
BF00008182,2024-08-07,FA10055,AD10055,13083.02,39.85,234.47,8.85,12879.55
BF00008183,2024-08-08,FA10055,AD10055,12879.55,46.8,14.82,2.88,12908.65
BF00008184,2024-08-09,FA10055,AD10055,12908.65,20.41,233.28,1.24,12694.54
BF00008185,2024-08-12,FA10055,AD10055,12694.54,4.95,16.48,4.39,12678.62
BF00008186,2024-08-13,FA10055,AD10055,12678.62,44.82,76.07,5.28,12642.09
BF00008187,2024-08-14,FA10055,AD10055,12642.09,23.09,60.06,10.32,12594.8
BF00008188,2024-08-15,FA10055,AD10055,12594.8,14.84,62.2,5.28,12542.16
BF00008189,2024-08-16,FA10055,AD10055,12542.16,27.78,238.29,0.05,12331.6
BF00008190,2024-08-19,FA10055,AD10055,12331.6,57.24,109.81,13.35,12265.68
BF00008191,2024-08-20,FA10055,AD10055,12265.68,21.99,28.63,8.58,12250.46
BF00008192,2024-08-21,FA10055,AD10055,12250.46,56.62,235.32,3.07,12068.69
BF00008193,2024-08-22,FA10055,AD10055,12068.69,14.94,58.13,3.67,12021.83
BF00008194,2024-08-23,FA10055,AD10055,12021.83,6.23,17.38,1.81,12008.87
BF00008195,2024-08-26,FA10055,AD10055,12008.87,9.28,5.79,13.19,11999.17
BF00008196,2024-08-27,FA10055,AD10055,11999.17,45.67,110.97,3.35,11930.52
BF00008197,2024-08-28,FA10055,AD10055,11930.52,31.73,220.0,13.69,11728.56
BF00008198,2024-08-29,FA10055,AD10055,11728.56,34.34,4.06,3.85,11754.99
BF00008199,2024-08-30,FA10055,AD10055,11754.99,57.11,173.73,11.63,11626.74
BF00008200,2024-09-03,FA10055,AD10055,11626.74,29.79,62.39,0.15,11593.99
BF00008201,2024-09-04,FA10055,AD10055,11593.99,6.91,52.48,7.03,11541.39
BF00008202,2024-09-05,FA10055,AD10055,11541.39,42.4,168.6,5.37,11409.82
BF00008203,2024-09-06,FA10055,AD10055,11409.82,12.27,179.17,4.87,11238.05
BF00008204,2024-09-09,FA10055,AD10055,11238.05,34.32,133.92,14.44,11124.01
BF00008205,2024-09-10,FA10055,AD10055,11124.01,50.42,48.45,10.49,11115.49
BF00008206,2024-09-11,FA10055,AD10055,11115.49,28.16,1.51,3.72,11138.42
BF00008207,2024-09-12,FA10055,AD10055,11138.42,18.55,176.63,10.95,10969.39
BF00008208,2024-09-13,FA10055,AD10055,10969.39,33.97,143.65,1.89,10857.82
BF00008209,2024-09-16,FA10055,AD10055,10857.82,7.49,101.23,13.48,10750.6
BF00008210,2024-09-17,FA10055,AD10055,10750.6,18.15,51.17,6.21,10711.37
BF00008211,2024-09-18,FA10055,AD10055,10711.37,29.75,182.53,2.78,10555.81
BF00008212,2024-09-19,FA10055,AD10055,10555.81,15.0,16.98,3.97,10549.86
BF00008213,2024-09-20,FA10055,AD10055,10549.86,2.32,153.97,2.26,10395.95
BF00008214,2024-09-23,FA10055,AD10055,10395.95,34.53,164.92,13.54,10252.02
BF00008215,2024-09-24,FA10055,AD10055,10252.02,23.68,53.48,4.45,10217.77
BF00008216,2024-09-25,FA10055,AD10055,10217.77,23.05,115.79,2.08,10122.95
BF00008217,2024-09-26,FA10055,AD10055,10122.95,58.83,124.62,11.83,10045.33
BF00008218,2024-09-27,FA10055,AD10055,10045.33,6.6,141.65,3.1,9907.18
BF00008219,2024-09-30,FA10055,AD10055,9907.18,9.1,215.89,1.37,9699.02
BF00008220,2024-10-01,FA10055,AD10055,9699.02,51.71,130.9,9.73,9610.1
BF00008221,2024-10-02,FA10055,AD10055,9610.1,7.69,16.13,0.11,9601.55
BF00008222,2024-10-03,FA10055,AD10055,9601.55,54.15,82.64,12.12,9560.94
BF00008223,2024-10-04,FA10055,AD10055,9560.94,39.66,150.53,8.19,9441.88
BF00008224,2024-10-07,FA10055,AD10055,9441.88,31.17,79.81,3.59,9389.65
BF00008225,2024-10-08,FA10055,AD10055,9389.65,16.43,183.97,6.89,9215.22
BF00008226,2024-10-09,FA10055,AD10055,9215.22,21.21,45.49,3.82,9187.12
BF00008227,2024-10-10,FA10055,AD10055,9187.12,48.74,34.26,7.76,9193.84
BF00008228,2024-10-11,FA10055,AD10055,9193.84,3.39,55.35,8.32,9133.56
BF00008229,2024-10-14,FA10055,AD10055,9133.56,45.36,209.88,11.23,8957.81
BF00008230,2024-10-15,FA10055,AD10055,8957.81,48.86,163.13,6.78,8836.76
BF00008231,2024-10-16,FA10055,AD10055,8836.76,41.66,124.59,11.45,8742.38
BF00008232,2024-10-17,FA10055,AD10055,8742.38,3.22,71.95,1.01,8672.64
BF00008233,2024-10-18,FA10055,AD10055,8672.64,43.83,220.06,13.41,8483.0
BF00008234,2024-10-21,FA10055,AD10055,8483.0,42.68,212.92,2.7,8310.06
BF00008235,2024-10-22,FA10055,AD10055,8310.06,0.77,95.68,12.18,8202.97
BF00008236,2024-10-23,FA10055,AD10055,8202.97,52.66,180.33,7.2,8068.1
BF00008237,2024-10-24,FA10055,AD10055,8068.1,7.8,218.86,1.52,7855.52
BF00008238,2024-10-25,FA10055,AD10055,7855.52,56.7,75.07,5.24,7831.91
BF00008239,2024-10-28,FA10055,AD10055,7831.91,4.18,78.75,13.37,7743.97
BF00008240,2024-10-29,FA10055,AD10055,7743.97,14.05,130.76,12.15,7615.11
BF00008241,2024-10-30,FA10055,AD10055,7615.11,40.74,97.83,10.51,7547.51
BF00008242,2024-10-31,FA10055,AD10055,7547.51,8.1,182.43,5.53,7367.65
BF00008243,2024-11-01,FA10055,AD10055,7367.65,10.92,128.63,8.57,7241.37
BF00008244,2024-11-04,FA10055,AD10055,7241.37,0.66,50.75,3.38,7187.9
BF00008245,2024-11-05,FA10055,AD10055,7187.9,48.78,85.38,9.43,7141.87
BF00008246,2024-11-06,FA10055,AD10055,7141.87,2.22,160.81,3.8,6979.48
BF00008247,2024-11-07,FA10055,AD10055,6979.48,37.33,12.8,12.07,6991.94
BF00008248,2024-11-08,FA10055,AD10055,6991.94,34.37,81.97,10.25,6934.09
BF00008249,2024-11-11,FA10055,AD10055,6934.09,30.17,3.86,5.62,6954.78
BF00008250,2024-11-12,FA10055,AD10055,6954.78,22.14,196.65,9.6,6770.67
BF00008251,2024-11-13,FA10055,AD10055,6770.67,17.68,28.07,4.73,6755.55
BF00008252,2024-11-14,FA10055,AD10055,6755.55,56.48,18.5,2.27,6791.26
BF00008253,2024-11-15,FA10055,AD10055,6791.26,46.35,188.44,3.42,6645.75
BF00008254,2024-11-18,FA10055,AD10055,6645.75,54.46,21.44,3.95,6674.82
BF00008255,2024-11-19,FA10055,AD10055,6674.82,43.31,163.93,3.3,6550.9
BF00008256,2024-11-20,FA10055,AD10055,6550.9,48.93,91.0,9.87,6498.96
BF00008257,2024-11-21,FA10055,AD10055,6498.96,56.9,196.85,10.77,6348.24
BF00008258,2024-11-22,FA10055,AD10055,6348.24,26.77,43.81,6.65,6324.55
BF00008259,2024-11-25,FA10055,AD10055,6324.55,53.52,20.22,14.38,6343.47
BF00008260,2024-11-26,FA10055,AD10055,6343.47,2.54,54.72,12.97,6278.32
BF00008261,2024-11-27,FA10055,AD10055,6278.32,6.37,223.31,1.27,6060.11
BF00008262,2024-11-29,FA10055,AD10055,6060.11,28.94,198.63,6.7,5883.72
BF00008263,2024-12-02,FA10055,AD10055,5883.72,26.79,68.47,13.22,5828.82
BF00008264,2024-12-03,FA10055,AD10055,5828.82,25.86,49.38,3.21,5802.09
BF00008265,2024-12-04,FA10055,AD10055,5802.09,31.7,37.57,5.51,5790.71
BF00008266,2024-12-05,FA10055,AD10055,5790.71,31.77,52.99,13.78,5755.71
BF00008267,2024-12-06,FA10055,AD10055,5755.71,51.38,49.12,11.3,5746.67
BF00008268,2024-12-09,FA10055,AD10055,5746.67,20.41,212.78,12.11,5542.19
BF00008269,2024-12-10,FA10055,AD10055,5542.19,18.66,4.79,12.8,5543.26
BF00008270,2024-12-11,FA10055,AD10055,5543.26,41.42,210.85,2.49,5371.34
BF00008271,2024-12-12,FA10055,AD10055,5371.34,38.27,9.92,10.18,5389.51
BF00008272,2024-12-13,FA10055,AD10055,5389.51,48.97,198.08,11.68,5228.72
BF00008273,2024-12-16,FA10055,AD10055,5228.72,18.25,101.99,3.3,5141.68
BF00008274,2024-12-17,FA10055,AD10055,5141.68,0.38,18.5,0.63,5122.93
BF00008275,2024-12-18,FA10055,AD10055,5122.93,55.72,191.41,2.6,4984.64
BF00008276,2024-12-19,FA10055,AD10055,4984.64,2.61,61.43,10.79,4915.03
BF00008277,2024-12-20,FA10055,AD10055,4915.03,40.13,210.35,10.11,4734.7
BF00008278,2024-12-23,FA10055,AD10055,4734.7,18.99,180.22,12.98,4560.49
BF00008279,2024-12-24,FA10055,AD10055,4560.49,25.0,235.2,4.61,4345.68
BF00008280,2024-12-26,FA10055,AD10055,4345.68,49.46,199.29,9.05,4186.8
BF00008281,2024-12-27,FA10055,AD10055,4186.8,24.76,57.73,0.39,4153.44
BF00008282,2024-12-30,FA10055,AD10055,4153.44,8.52,98.03,13.61,4050.32
BF00008283,2024-12-31,FA10055,AD10055,4050.32,44.62,166.92,8.02,3920.0
BF00008284,2022-01-03,FA10056,AD10056,35813.0,9.48,9.38,12.81,35800.29
BF00008285,2022-01-04,FA10056,AD10056,35800.29,3.6,8.31,7.73,35787.85
BF00008286,2022-01-05,FA10056,AD10056,35787.85,1.04,21.71,9.54,35757.64
BF00008287,2022-01-06,FA10056,AD10056,35757.64,0.8,24.78,11.29,35722.37
BF00008288,2022-01-07,FA10056,AD10056,35722.37,10.32,0.35,11.33,35721.01
BF00008289,2022-01-10,FA10056,AD10056,35721.01,1.93,13.68,5.12,35704.14
BF00008290,2022-01-11,FA10056,AD10056,35704.14,10.44,9.85,4.82,35699.91
BF00008291,2022-01-12,FA10056,AD10056,35699.91,3.36,24.54,14.6,35664.13
BF00008292,2022-01-13,FA10056,AD10056,35664.13,6.86,4.59,15.42,35650.98
BF00008293,2022-01-14,FA10056,AD10056,35650.98,3.32,24.91,6.62,35622.77
BF00008294,2022-01-18,FA10056,AD10056,35622.77,0.63,21.17,15.03,35587.2
BF00008295,2022-01-19,FA10056,AD10056,35587.2,6.87,26.98,7.75,35559.34
BF00008296,2022-01-20,FA10056,AD10056,35559.34,4.65,31.7,2.75,35529.54
BF00008297,2022-01-21,FA10056,AD10056,35529.54,5.51,15.26,12.06,35507.73
BF00008298,2022-01-24,FA10056,AD10056,35507.73,7.62,22.39,0.76,35492.2
BF00008299,2022-01-25,FA10056,AD10056,35492.2,3.97,22.73,1.87,35471.57
BF00008300,2022-01-26,FA10056,AD10056,35471.57,7.14,27.04,15.49,35436.18
BF00008301,2022-01-27,FA10056,AD10056,35436.18,8.33,16.59,8.52,35419.4
BF00008302,2022-01-28,FA10056,AD10056,35419.4,1.13,3.45,4.38,35412.7
BF00008303,2022-01-31,FA10056,AD10056,35412.7,4.44,31.35,7.91,35377.88
BF00008304,2022-02-01,FA10056,AD10056,35377.88,1.14,1.82,9.52,35367.68
BF00008305,2022-02-02,FA10056,AD10056,35367.68,0.09,30.81,10.51,35326.45
BF00008306,2022-02-03,FA10056,AD10056,35326.45,0.65,8.17,5.73,35313.2
BF00008307,2022-02-04,FA10056,AD10056,35313.2,7.5,15.76,6.38,35298.56
BF00008308,2022-02-07,FA10056,AD10056,35298.56,1.07,30.43,9.05,35260.15
BF00008309,2022-02-08,FA10056,AD10056,35260.15,11.0,21.66,10.31,35239.18
BF00008310,2022-02-09,FA10056,AD10056,35239.18,9.62,18.74,15.16,35214.9
BF00008311,2022-02-10,FA10056,AD10056,35214.9,0.11,10.43,6.46,35198.12
BF00008312,2022-02-11,FA10056,AD10056,35198.12,7.26,9.36,14.39,35181.63
BF00008313,2022-02-14,FA10056,AD10056,35181.63,0.13,1.05,16.35,35164.36
BF00008314,2022-02-15,FA10056,AD10056,35164.36,1.38,18.77,5.58,35141.39
BF00008315,2022-02-16,FA10056,AD10056,35141.39,12.52,13.77,0.45,35139.69
BF00008316,2022-02-17,FA10056,AD10056,35139.69,5.79,7.18,9.95,35128.35
BF00008317,2022-02-18,FA10056,AD10056,35128.35,0.34,12.3,14.87,35101.52
BF00008318,2022-02-22,FA10056,AD10056,35101.52,10.77,30.12,0.88,35081.29
BF00008319,2022-02-23,FA10056,AD10056,35081.29,11.62,27.16,3.24,35062.51
BF00008320,2022-02-24,FA10056,AD10056,35062.51,6.95,13.78,11.13,35044.55
BF00008321,2022-02-25,FA10056,AD10056,35044.55,8.94,31.37,13.32,35008.8
BF00008322,2022-02-28,FA10056,AD10056,35008.8,9.88,14.79,1.43,35002.46
BF00008323,2022-03-01,FA10056,AD10056,35002.46,9.31,11.18,5.99,34994.6
BF00008324,2022-03-02,FA10056,AD10056,34994.6,6.27,12.42,3.93,34984.52
BF00008325,2022-03-03,FA10056,AD10056,34984.52,10.55,28.0,15.88,34951.19
BF00008326,2022-03-04,FA10056,AD10056,34951.19,6.68,8.57,11.23,34938.07
BF00008327,2022-03-07,FA10056,AD10056,34938.07,3.29,7.11,7.83,34926.42
BF00008328,2022-03-08,FA10056,AD10056,34926.42,0.05,30.75,14.19,34881.53
BF00008329,2022-03-09,FA10056,AD10056,34881.53,4.54,23.5,8.85,34853.72
BF00008330,2022-03-10,FA10056,AD10056,34853.72,1.05,24.45,15.0,34815.32
BF00008331,2022-03-11,FA10056,AD10056,34815.32,0.8,23.7,3.93,34788.49
BF00008332,2022-03-14,FA10056,AD10056,34788.49,5.95,21.86,0.45,34772.13
BF00008333,2022-03-15,FA10056,AD10056,34772.13,11.96,2.92,7.06,34774.11
BF00008334,2022-03-16,FA10056,AD10056,34774.11,1.34,24.13,3.36,34747.96
BF00008335,2022-03-17,FA10056,AD10056,34747.96,3.47,7.97,13.75,34729.71
BF00008336,2022-03-18,FA10056,AD10056,34729.71,10.52,4.24,8.77,34727.22
BF00008337,2022-03-21,FA10056,AD10056,34727.22,5.09,31.47,4.75,34696.09
BF00008338,2022-03-22,FA10056,AD10056,34696.09,9.61,0.89,12.73,34692.08
BF00008339,2022-03-23,FA10056,AD10056,34692.08,6.87,1.01,8.67,34689.27
BF00008340,2022-03-24,FA10056,AD10056,34689.27,7.65,9.92,8.27,34678.73
BF00008341,2022-03-25,FA10056,AD10056,34678.73,2.04,27.02,2.98,34650.77
BF00008342,2022-03-28,FA10056,AD10056,34650.77,4.46,31.3,16.38,34607.55
BF00008343,2022-03-29,FA10056,AD10056,34607.55,7.88,3.79,10.85,34600.79
BF00008344,2022-03-30,FA10056,AD10056,34600.79,0.34,12.66,14.07,34574.4
BF00008345,2022-03-31,FA10056,AD10056,34574.4,2.39,23.51,12.5,34540.78
BF00008346,2022-04-01,FA10056,AD10056,34540.78,4.9,20.66,8.28,34516.74
BF00008347,2022-04-04,FA10056,AD10056,34516.74,8.55,7.47,0.16,34517.66
BF00008348,2022-04-05,FA10056,AD10056,34517.66,6.46,10.54,10.97,34502.61
BF00008349,2022-04-06,FA10056,AD10056,34502.61,9.11,19.03,1.66,34491.03
BF00008350,2022-04-07,FA10056,AD10056,34491.03,9.21,1.13,15.82,34483.29
BF00008351,2022-04-08,FA10056,AD10056,34483.29,0.39,24.27,4.1,34455.31
BF00008352,2022-04-11,FA10056,AD10056,34455.31,11.43,8.82,6.05,34451.87
BF00008353,2022-04-12,FA10056,AD10056,34451.87,10.44,26.52,9.08,34426.71
BF00008354,2022-04-13,FA10056,AD10056,34426.71,3.43,21.88,8.27,34399.99
BF00008355,2022-04-14,FA10056,AD10056,34399.99,6.14,20.66,10.78,34374.69
BF00008356,2022-04-18,FA10056,AD10056,34374.69,3.9,24.56,12.89,34341.14
BF00008357,2022-04-19,FA10056,AD10056,34341.14,11.49,2.41,12.47,34337.75
BF00008358,2022-04-20,FA10056,AD10056,34337.75,4.85,8.32,14.94,34319.34
BF00008359,2022-04-21,FA10056,AD10056,34319.34,5.02,16.7,7.73,34299.93
BF00008360,2022-04-22,FA10056,AD10056,34299.93,11.55,24.88,8.79,34277.81
BF00008361,2022-04-25,FA10056,AD10056,34277.81,7.61,27.18,14.38,34243.86
BF00008362,2022-04-26,FA10056,AD10056,34243.86,1.75,12.23,4.65,34228.73
BF00008363,2022-04-27,FA10056,AD10056,34228.73,7.93,25.41,4.05,34207.2
BF00008364,2022-04-28,FA10056,AD10056,34207.2,10.07,7.05,0.15,34210.07
BF00008365,2022-04-29,FA10056,AD10056,34210.07,4.28,2.64,12.15,34199.56
BF00008366,2022-05-02,FA10056,AD10056,34199.56,6.68,7.89,11.32,34187.03
